model,group,game_file,turn,actor_role,actor_player,posterior_marginal,posterior_joint,n_cand_marginal,n_cand_joint,n_constrained_others,actual_fail,parse_ok
GPT54,llm_vs_iggi,game_22.json,35,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_22.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_22.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_22.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_22.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_23.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_23.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_23.json,11,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_23.json,13,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_23.json,41,rule,1,0.727272727273,0.666666666667,18,15,4,True,
GPT54,llm_vs_iggi,game_23.json,49,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_23.json,51,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_iggi,game_23.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_23.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_24.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_24.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_24.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_24.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_24.json,26,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_24.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_24.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_24.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_24.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_24.json,58,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_25.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_25.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_25.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_25.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_25.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_25.json,27,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_25.json,35,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_25.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_25.json,50,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_25.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_26.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_26.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_26.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_26.json,13,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_26.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_26.json,21,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_26.json,27,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_26.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_26.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_26.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_26.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_27.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,10,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_27.json,33,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_27.json,35,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_iggi,game_27.json,41,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_27.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_27.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_28.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_28.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,10,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_28.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,23,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_28.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_28.json,51,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_28.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_29.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_29.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_29.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_29.json,35,rule,1,0.653846153846,0.603896103896,18,16,4,True,
GPT54,llm_vs_iggi,game_29.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_29.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_29.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_3.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_3.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,10,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_3.json,19,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_3.json,23,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_3.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_3.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_3.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_30.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_30.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_30.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_30.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,26,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_30.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,42,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,49,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_30.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_30.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_31.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_31.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_31.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_31.json,11,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_31.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_31.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_31.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_31.json,56,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_32.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_32.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_32.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_32.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,11,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,13,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_33.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,33,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,36,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_33.json,38,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_33.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_33.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_33.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_33.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_34.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,10,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_34.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_34.json,23,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_34.json,33,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,36,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_34.json,39,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_34.json,51,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_34.json,56,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_34.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_35.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_35.json,4,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_35.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_35.json,13,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_35.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_35.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,39,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_iggi,game_35.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_35.json,56,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_36.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_36.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_36.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_36.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_36.json,42,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_36.json,45,rule,1,0,0,3,3,4,False,
GPT54,llm_vs_iggi,game_36.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_36.json,58,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_37.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_37.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_37.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_37.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_37.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_37.json,14,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_37.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_37.json,37,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_37.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_37.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_37.json,49,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_38.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_38.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_38.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_38.json,10,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_38.json,15,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_38.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_38.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_38.json,55,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_38.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_39.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_39.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_39.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_39.json,13,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_39.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_39.json,19,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_39.json,20,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_39.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_39.json,56,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_39.json,57,rule,1,0,0,2,2,3,False,
GPT54,llm_vs_iggi,game_39.json,58,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_4.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_4.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_4.json,11,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_iggi,game_4.json,15,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_4.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_4.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_4.json,26,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_4.json,28,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_4.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_4.json,33,rule,1,0,0,2,2,4,False,
GPT54,llm_vs_iggi,game_4.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_4.json,55,rule,1,1,1,2,2,3,True,
GPT54,llm_vs_iggi,game_40.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_40.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_40.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_40.json,11,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_40.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_40.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_40.json,25,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_40.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_41.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_41.json,19,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_41.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,31,rule,1,0,0,1,1,2,False,
GPT54,llm_vs_iggi,game_41.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,36,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,43,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_41.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_41.json,48,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_41.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_42.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_42.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,10,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_42.json,23,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_42.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,35,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_42.json,39,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_42.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_42.json,58,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_43.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_43.json,4,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_43.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_43.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_43.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_43.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_43.json,51,rule,1,0.833333333333,0.666666666667,5,4,3,True,
GPT54,llm_vs_iggi,game_43.json,57,rule,1,0.666666666667,0.546875,10,8,4,True,
GPT54,llm_vs_iggi,game_44.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_44.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_44.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_44.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_44.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,42,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,45,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_44.json,49,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_44.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_44.json,54,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_45.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_45.json,7,rule,1,0.933333333333,0.925925925926,19,19,3,True,
GPT54,llm_vs_iggi,game_45.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_45.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_45.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_45.json,21,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_45.json,25,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_45.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_45.json,30,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_iggi,game_45.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_45.json,35,rule,1,0,0,1,1,2,False,
GPT54,llm_vs_iggi,game_45.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_45.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_46.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_iggi,game_46.json,6,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_46.json,17,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_46.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_46.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_46.json,27,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_46.json,43,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_46.json,47,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_46.json,49,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_iggi,game_46.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_47.json,8,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,42,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_47.json,57,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_48.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_48.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_48.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_48.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_48.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_48.json,29,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_48.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_48.json,36,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_48.json,43,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_48.json,45,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_48.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_48.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_48.json,56,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_iggi,game_49.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_iggi,game_49.json,3,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_iggi,game_49.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_iggi,game_49.json,10,llm,0,0,0,1,1,4,False,True
